Local Time,Volume
23:00,968.3493185026575
00:00,1104.3236989913876
01:00,460.9454817618099
02:00,1135.7092459284386
03:00,496.7885094393387
04:00,1566.6607040293507
05:00,1300.0659858301772
06:00,1163.0235499904784
07:00,1010.9102253898101
08:00,445.9316599275139
09:00,688.4615680691423
10:00,1157.7807997517084
11:00,1277.813893676504
12:00,1723.284315364071
13:00,893.9620556292684
14:00,556.0609341226524
15:00,621.1116300504287
16:00,1361.1062209579945
17:00,1214.6938352906761
18:00,611.3908243080847
19:00,793.5550937328806
20:00,1233.0367567116373
21:00,1578.5309730646404
22:00,293.4131392307584
