Local Time,Volume
23:00,2252.749031348838
00:00,3119.4312249557465
01:00,1594.640322475937
02:00,3339.739776191615
03:00,2220.440341590948
04:00,981.5261015221055
05:00,3338.017715102982
06:00,2794.677168566263
07:00,3470.2047347634775
08:00,2586.069327624514
09:00,2455.030917591426
10:00,3775.4057529777133
11:00,2652.2668866178537
12:00,1850.4071062579592
13:00,3037.045174769485
14:00,4112.242678772961
15:00,1990.4846625497607
16:00,2120.4943809543397
17:00,1771.5984588394979
18:00,2653.2745995104415
19:00,4112.661860035051
20:00,1989.9108912570564
21:00,3328.3748151129694
22:00,2380.068599666137
