Local Time,Volume
23:00,11534.293356705966
00:00,9789.065400248277
01:00,9934.084559245484
02:00,10919.59861989465
03:00,10151.709537898818
04:00,9970.244995864789
05:00,7423.33675175642
06:00,9821.631843389938
07:00,9761.281062462916
08:00,10026.526901125924
09:00,9689.866663849829
10:00,8513.23035586495
11:00,11787.118276006298
12:00,8429.925647552991
13:00,9152.316328800503
14:00,10322.707054847215
15:00,9678.537550791038
16:00,8632.060103530499
17:00,9246.222481562532
18:00,9647.877377361276
19:00,11029.138669612617
20:00,9917.363281594064
21:00,10893.998989196636
22:00,8550.69681209982
